"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	46	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	0	41	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	0	16	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	0	40	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	0	21	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	0	24	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	0	16	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	0	21	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	0	22	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	0	13	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	0	8	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	0	29	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	0	11	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	0	15	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	7	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	0	14	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	Suppressed	3570	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	3464	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	3445	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	3122	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	Suppressed	2929	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	2972	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	2749	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	10	2623	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	2531	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	2274	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	10	1898	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	12	1910	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	13	1350	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	13	1293	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	0	45	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	80	Suppressed
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	0	49	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	0	71	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	0	30	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	0	46	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	0	34	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	0	39	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	28	Suppressed
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	0	42	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	0	15	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	35	Suppressed
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	24	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	0	31	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	0	34	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	0	39	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	0	41	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	0	42	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	0	23	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	0	33	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	0	25	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	0	21	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	0	14	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	0	28	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	0	20	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	0	14	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	17	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	0	21	Unreliable
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	Suppressed	1291	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	1487	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	1415	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	1655	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	0	1335	Unreliable
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	1431	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	1176	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	Suppressed	1221	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	947	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	1044	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	Suppressed	812	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	834	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	622	Unreliable
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	564	Suppressed
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	0	122	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	0	172	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	0	155	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	0	129	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	0	102	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	0	112	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	0	93	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	0	95	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	0	67	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	0	72	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	0	72	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	0	56	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	41	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	0	50	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	0	67	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	106	Suppressed
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	0	67	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	0	99	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	0	76	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	0	87	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	0	39	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	0	71	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	0	42	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	60	Suppressed
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	0	42	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	38	Suppressed
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	33	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	0	37	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	0	5	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	0	0	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Female"	"F"	0	0	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"40-44 years"	"40-44"	"Male"	"M"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Female"	"F"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"45-49 years"	"45-49"	"Male"	"M"	0	3	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Female"	"F"	0	1	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"50-54 years"	"50-54"	"Male"	"M"	0	1	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Female"	"F"	0	0	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"55-59 years"	"55-59"	"Male"	"M"	0	0	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Female"	"F"	0	1	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	0	0	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Female"	"F"	0	111	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	160	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Female"	"F"	0	120	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2019"	"2019"	"35-39 years"	"35-39"	"Male"	"M"	0	136	Unreliable
