"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	1	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	0	0	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	Suppressed	153	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	217	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	149	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	164	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	147	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	146	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	89	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	128	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	83	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	121	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	71	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	88	Suppressed
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	48	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	89	Suppressed
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	146	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	299	Suppressed
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	115	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	248	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	119	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	180	Suppressed
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	100	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	Suppressed	135	Suppressed
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	0	74	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	0	105	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	67	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	0	90	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	43	Unreliable
	"Centre County, PA"	"42027"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	53	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	Suppressed	1304	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	1744	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	1370	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	1678	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	Suppressed	1299	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	1627	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	1208	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	Suppressed	1375	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	997	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	1145	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	Suppressed	867	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	956	Suppressed
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	593	Unreliable
	"Chester County, PA"	"42029"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	719	Suppressed
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	13	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	15	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	11	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	10	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	9	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	0	14	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	18	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	10	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	0	9	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	0	9	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	8	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	0	8	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	3	Unreliable
	"Clarion County, PA"	"42031"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	0	10	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	21	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	326	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	27	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	338	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	35	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	0	298	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	29	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	286	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	0	20	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	150	Suppressed
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	15	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	0	86	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	12	Unreliable
	"Clearfield County, PA"	"42033"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	0	45	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	20	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	45	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	23	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	35	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	26	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	0	17	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	18	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	22	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	0	5	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	0	14	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	10	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	0	12	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	8	Unreliable
	"Clinton County, PA"	"42035"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	10	Suppressed
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	71	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	101	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	76	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	81	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	65	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	0	85	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	63	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	78	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	29	Suppressed
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	0	53	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	Suppressed	36	Suppressed
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	0	32	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	25	Unreliable
	"Columbia County, PA"	"42037"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	0	30	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	46	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	28	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	63	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	31	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	58	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	0	21	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	36	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	21	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	0	28	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	0	36	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	14	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	0	33	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	15	Unreliable
	"Crawford County, PA"	"42039"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	0	25	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	536	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	639	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	498	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	631	Suppressed
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	443	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	0	527	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	323	Suppressed
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	422	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	0	256	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	294	Suppressed
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	228	Unreliable
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	207	Suppressed
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	Suppressed	202	Suppressed
	"Cumberland County, PA"	"42041"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	171	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	1088	Unreliable
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	1112	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	1143	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	1165	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	Suppressed	1061	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	931	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	886	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	Suppressed	829	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	713	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	693	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	Suppressed	633	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	497	Suppressed
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	10	448	Unreliable
	"Dauphin County, PA"	"42043"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	366	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	950	Unreliable
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	1052	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	953	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	1140	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	Suppressed	940	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	929	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	695	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	Suppressed	849	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	660	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	559	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	498	Unreliable
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	491	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	Suppressed	379	Suppressed
	"Delaware County, PA"	"42045"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	347	Suppressed
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	4	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	10	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Female"	"F"	0	5	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"35-39 years"	"35-39"	"Male"	"M"	0	17	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Female"	"F"	0	6	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"40-44 years"	"40-44"	"Male"	"M"	0	9	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Female"	"F"	0	7	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"45-49 years"	"45-49"	"Male"	"M"	0	9	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Female"	"F"	0	5	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"50-54 years"	"50-54"	"Male"	"M"	0	4	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Female"	"F"	0	12	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	0	8	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Female"	"F"	0	10	Unreliable
	"Elk County, PA"	"42047"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	0	4	Unreliable
	"Erie County, PA"	"42049"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Female"	"F"	0	383	Unreliable
	"Erie County, PA"	"42049"	"Hispanic or Latino"	"2135-2"	"2021"	"2021"	"30-34 years"	"30-34"	"Male"	"M"	0	521	Unreliable
